,Date,AveragePrice,TotalVolume,type,year,region
31,28/05/2017,1.19,188284.12,conventional,2017,Indianapolis
32,21/05/2017,1.09,185608.56,conventional,2017,Indianapolis
33,14/05/2017,0.85,268519.12,conventional,2017,Indianapolis
34,07/05/2017,0.93,290014.77,conventional,2017,Indianapolis
35,30/04/2017,1.18,212879.47,conventional,2017,Indianapolis
36,23/04/2017,1.06,211977.98,conventional,2017,Indianapolis
37,16/04/2017,1.14,205429.57,conventional,2017,Indianapolis
38,09/04/2017,1.3,160389.47,conventional,2017,Indianapolis
39,02/04/2017,1.26,166588.45,conventional,2017,Indianapolis
40,26/03/2017,1.27,181489.14,conventional,2017,Indianapolis
41,19/03/2017,1.25,168330.5,conventional,2017,Indianapolis
42,12/03/2017,1.35,149318.47,conventional,2017,Indianapolis
43,05/03/2017,1.35,150301.8,conventional,2017,Indianapolis
44,26/02/2017,1.02,188900.46,conventional,2017,Indianapolis
45,19/02/2017,0.94,179250.21,conventional,2017,Indianapolis
46,12/02/2017,0.77,237575.64,conventional,2017,Indianapolis
47,05/02/2017,0.84,276051.64,conventional,2017,Indianapolis
48,29/01/2017,0.87,224036.18,conventional,2017,Indianapolis
49,22/01/2017,0.93,204570.78,conventional,2017,Indianapolis
50,15/01/2017,0.96,210793.64,conventional,2017,Indianapolis
51,08/01/2017,0.86,222849.42,conventional,2017,Indianapolis
52,01/01/2017,0.91,186464.64,conventional,2017,Indianapolis
0,31/12/2017,1.12,206562.78,conventional,2017,Jacksonville
1,24/12/2017,1.38,127181.54,conventional,2017,Jacksonville
2,17/12/2017,0.99,176847.28,conventional,2017,Jacksonville
3,10/12/2017,1.01,181425.66,conventional,2017,Jacksonville
4,03/12/2017,1.26,152697,conventional,2017,Jacksonville
5,26/11/2017,1.42,120001,conventional,2017,Jacksonville
6,19/11/2017,1.21,155729,conventional,2017,Jacksonville
7,12/11/2017,1.33,154511,conventional,2017,Jacksonville
8,05/11/2017,1.48,131679.37,conventional,2017,Jacksonville
9,29/10/2017,1.17,193936.8,conventional,2017,Jacksonville
10,22/10/2017,1.56,152418.64,conventional,2017,Jacksonville
11,15/10/2017,1.76,137503.61,conventional,2017,Jacksonville
12,08/10/2017,1.79,152742.37,conventional,2017,Jacksonville
13,01/10/2017,2,128592.98,conventional,2017,Jacksonville
14,24/09/2017,1.82,130570.77,conventional,2017,Jacksonville
15,17/09/2017,1.73,141725.96,conventional,2017,Jacksonville
16,10/09/2017,1.77,117342.62,conventional,2017,Jacksonville
17,03/09/2017,1.88,147242.45,conventional,2017,Jacksonville
18,27/08/2017,1.63,138021.2,conventional,2017,Jacksonville
19,20/08/2017,1.63,150828.78,conventional,2017,Jacksonville
20,13/08/2017,1.49,171995.95,conventional,2017,Jacksonville
21,06/08/2017,1.44,148237.94,conventional,2017,Jacksonville
22,30/07/2017,1.43,157712.19,conventional,2017,Jacksonville
23,23/07/2017,1.44,172994.22,conventional,2017,Jacksonville
24,16/07/2017,1.48,160177.18,conventional,2017,Jacksonville
25,09/07/2017,1.42,161864.64,conventional,2017,Jacksonville
26,02/07/2017,1.41,189413.48,conventional,2017,Jacksonville
27,25/06/2017,1.36,180199.86,conventional,2017,Jacksonville
28,18/06/2017,1.45,151012.55,conventional,2017,Jacksonville
29,11/06/2017,1.43,193088.4,conventional,2017,Jacksonville
30,04/06/2017,1.46,178356.7,conventional,2017,Jacksonville
31,28/05/2017,1.43,181588.22,conventional,2017,Jacksonville
32,21/05/2017,1.44,155818.85,conventional,2017,Jacksonville
33,14/05/2017,1.47,148325.98,conventional,2017,Jacksonville
34,07/05/2017,1.13,268808.12,conventional,2017,Jacksonville
35,30/04/2017,1.26,240227.67,conventional,2017,Jacksonville
36,23/04/2017,1.47,156137.58,conventional,2017,Jacksonville
37,16/04/2017,1.46,151862.73,conventional,2017,Jacksonville
38,09/04/2017,1.5,151364.03,conventional,2017,Jacksonville
39,02/04/2017,1.64,149669.6,conventional,2017,Jacksonville
40,26/03/2017,1.62,149813.32,conventional,2017,Jacksonville
41,19/03/2017,1.56,138402.06,conventional,2017,Jacksonville
42,12/03/2017,1.55,146196.96,conventional,2017,Jacksonville
43,05/03/2017,1.56,134582.21,conventional,2017,Jacksonville
44,26/02/2017,1.16,172502.22,conventional,2017,Jacksonville
45,19/02/2017,1.23,139949.65,conventional,2017,Jacksonville
46,12/02/2017,0.9,216367.38,conventional,2017,Jacksonville
47,05/02/2017,0.74,398543.91,conventional,2017,Jacksonville
48,29/01/2017,1.11,206654.98,conventional,2017,Jacksonville
49,22/01/2017,0.91,246514.81,conventional,2017,Jacksonville
50,15/01/2017,1.16,191122.29,conventional,2017,Jacksonville
51,08/01/2017,1.15,141693.33,conventional,2017,Jacksonville
52,01/01/2017,0.81,263730.05,conventional,2017,Jacksonville
0,31/12/2017,1.04,291922.57,conventional,2017,LasVegas
1,24/12/2017,1.24,234520.01,conventional,2017,LasVegas
2,17/12/2017,1.03,267987.97,conventional,2017,LasVegas
3,10/12/2017,1.03,288441.17,conventional,2017,LasVegas
4,03/12/2017,1.01,315521,conventional,2017,LasVegas
5,26/11/2017,1.16,205033,conventional,2017,LasVegas
6,19/11/2017,1.13,234265,conventional,2017,LasVegas
7,12/11/2017,1.06,291325,conventional,2017,LasVegas
8,05/11/2017,1.12,321534.28,conventional,2017,LasVegas
9,29/10/2017,1.29,243340.4,conventional,2017,LasVegas
10,22/10/2017,1.37,204094.51,conventional,2017,LasVegas
11,15/10/2017,1.45,202735.87,conventional,2017,LasVegas
12,08/10/2017,1.64,195455.06,conventional,2017,LasVegas
13,01/10/2017,1.61,189529.26,conventional,2017,LasVegas
14,24/09/2017,1.61,192284.92,conventional,2017,LasVegas
15,17/09/2017,1.58,201028.75,conventional,2017,LasVegas
16,10/09/2017,1.49,215393.25,conventional,2017,LasVegas
17,03/09/2017,1.53,204091.69,conventional,2017,LasVegas
18,27/08/2017,1.48,203947.9,conventional,2017,LasVegas
19,20/08/2017,1.26,261684.23,conventional,2017,LasVegas
20,13/08/2017,1.18,323793.98,conventional,2017,LasVegas
21,06/08/2017,1.3,283779.47,conventional,2017,LasVegas
22,30/07/2017,1.29,288905.9,conventional,2017,LasVegas
23,23/07/2017,1.28,296887.44,conventional,2017,LasVegas
24,16/07/2017,1.22,299858.79,conventional,2017,LasVegas
25,09/07/2017,0.99,399827.4,conventional,2017,LasVegas
26,02/07/2017,1.06,376795.81,conventional,2017,LasVegas
27,25/06/2017,1.03,362489.51,conventional,2017,LasVegas
28,18/06/2017,1.01,357696.04,conventional,2017,LasVegas
29,11/06/2017,0.99,374211.54,conventional,2017,LasVegas
30,04/06/2017,1.05,376990.33,conventional,2017,LasVegas
31,28/05/2017,1.06,364486.68,conventional,2017,LasVegas
32,21/05/2017,1.02,356922.23,conventional,2017,LasVegas
33,14/05/2017,0.98,399525.37,conventional,2017,LasVegas
34,07/05/2017,0.94,468975.91,conventional,2017,LasVegas
35,30/04/2017,0.95,359011.13,conventional,2017,LasVegas
36,23/04/2017,0.84,439665.28,conventional,2017,LasVegas
37,16/04/2017,0.93,410849.51,conventional,2017,LasVegas
38,09/04/2017,1.04,304603.84,conventional,2017,LasVegas
39,02/04/2017,1.04,329722.62,conventional,2017,LasVegas
40,26/03/2017,1.02,325734.59,conventional,2017,LasVegas
41,19/03/2017,1.02,318004.24,conventional,2017,LasVegas
42,12/03/2017,0.99,315445.03,conventional,2017,LasVegas
43,05/03/2017,0.96,345889.75,conventional,2017,LasVegas
44,26/02/2017,0.89,325905.13,conventional,2017,LasVegas
45,19/02/2017,0.93,318600.59,conventional,2017,LasVegas
46,12/02/2017,0.72,406866.03,conventional,2017,LasVegas
47,05/02/2017,0.54,680234.93,conventional,2017,LasVegas
48,29/01/2017,0.93,309146.07,conventional,2017,LasVegas
49,22/01/2017,0.79,382850.78,conventional,2017,LasVegas
50,15/01/2017,0.78,419687.35,conventional,2017,LasVegas
51,08/01/2017,0.81,411218.71,conventional,2017,LasVegas
52,01/01/2017,0.77,363865.19,conventional,2017,LasVegas
0,31/12/2017,0.88,3212261.75,conventional,2017,LosAngeles
1,24/12/2017,1.1,2389829.32,conventional,2017,LosAngeles
2,17/12/2017,0.89,3130916.47,conventional,2017,LosAngeles
3,10/12/2017,1.07,2404221.58,conventional,2017,LosAngeles
4,03/12/2017,1.01,2615853,conventional,2017,LosAngeles
5,26/11/2017,1.19,2153918,conventional,2017,LosAngeles
6,19/11/2017,1.14,2391383,conventional,2017,LosAngeles
7,12/11/2017,1.08,2626121,conventional,2017,LosAngeles
8,05/11/2017,1.04,2691240.89,conventional,2017,LosAngeles
9,29/10/2017,1.09,2850377.2,conventional,2017,LosAngeles
10,22/10/2017,1.49,1968638.86,conventional,2017,LosAngeles
11,15/10/2017,1.67,1779831.36,conventional,2017,LosAngeles
12,08/10/2017,1.8,1711267.24,conventional,2017,LosAngeles
13,01/10/2017,1.77,1697028.59,conventional,2017,LosAngeles
14,24/09/2017,1.75,1760610.46,conventional,2017,LosAngeles
15,17/09/2017,1.73,1865690.48,conventional,2017,LosAngeles
16,10/09/2017,1.74,1969051.97,conventional,2017,LosAngeles
17,03/09/2017,1.61,2176974.29,conventional,2017,LosAngeles
18,27/08/2017,1.66,2117126.8,conventional,2017,LosAngeles
19,20/08/2017,1.45,2309865.74,conventional,2017,LosAngeles
20,13/08/2017,1.19,2832849.85,conventional,2017,LosAngeles
21,06/08/2017,1.22,2742628.31,conventional,2017,LosAngeles
22,30/07/2017,1.39,2426027.85,conventional,2017,LosAngeles
23,23/07/2017,1.38,2484918.32,conventional,2017,LosAngeles
24,16/07/2017,1.37,2558156.26,conventional,2017,LosAngeles
25,09/07/2017,1.12,3382974.98,conventional,2017,LosAngeles
26,02/07/2017,1.07,3507155.74,conventional,2017,LosAngeles
27,25/06/2017,0.92,3655667.22,conventional,2017,LosAngeles
28,18/06/2017,0.99,3631321.55,conventional,2017,LosAngeles
29,11/06/2017,0.99,3390850.94,conventional,2017,LosAngeles
30,04/06/2017,0.96,3637220.72,conventional,2017,LosAngeles
31,28/05/2017,1.13,3243908.89,conventional,2017,LosAngeles
32,21/05/2017,1.14,2921916.66,conventional,2017,LosAngeles
33,14/05/2017,0.94,3551402.91,conventional,2017,LosAngeles
34,07/05/2017,0.87,4214313.1,conventional,2017,LosAngeles
35,30/04/2017,0.99,3299258.02,conventional,2017,LosAngeles
36,23/04/2017,1.04,3074226.19,conventional,2017,LosAngeles
37,16/04/2017,1.18,2789630.4,conventional,2017,LosAngeles
38,09/04/2017,1.01,2993246.61,conventional,2017,LosAngeles
39,02/04/2017,0.98,3100355.01,conventional,2017,LosAngeles
40,26/03/2017,1.12,2583323.58,conventional,2017,LosAngeles
41,19/03/2017,1.11,2737872.14,conventional,2017,LosAngeles
42,12/03/2017,1.12,2633574.94,conventional,2017,LosAngeles
43,05/03/2017,0.99,2768930.88,conventional,2017,LosAngeles
44,26/02/2017,0.82,2935077.5,conventional,2017,LosAngeles
45,19/02/2017,0.79,3033918.41,conventional,2017,LosAngeles
46,12/02/2017,0.64,3625630.64,conventional,2017,LosAngeles
47,05/02/2017,0.53,5470227.08,conventional,2017,LosAngeles
48,29/01/2017,0.6,4230448.98,conventional,2017,LosAngeles
49,22/01/2017,0.62,4215552.57,conventional,2017,LosAngeles
50,15/01/2017,0.76,3363407.98,conventional,2017,LosAngeles
51,08/01/2017,0.89,3120961.67,conventional,2017,LosAngeles
52,01/01/2017,0.84,3551337.17,conventional,2017,LosAngeles
0,31/12/2017,0.87,117941.49,conventional,2017,Louisville
1,24/12/2017,1.18,80024.09,conventional,2017,Louisville
2,17/12/2017,1.07,80191.11,conventional,2017,Louisville
3,10/12/2017,1.01,100072.52,conventional,2017,Louisville
4,03/12/2017,1.11,108947,conventional,2017,Louisville
5,26/11/2017,1.45,53796,conventional,2017,Louisville
6,19/11/2017,1.18,79284,conventional,2017,Louisville
7,12/11/2017,1.14,100811,conventional,2017,Louisville
8,05/11/2017,1.18,86085.33,conventional,2017,Louisville
9,29/10/2017,1.23,102915.21,conventional,2017,Louisville
10,22/10/2017,1.7,62179.04,conventional,2017,Louisville
11,15/10/2017,1.79,60616.52,conventional,2017,Louisville
12,08/10/2017,1.98,52865.97,conventional,2017,Louisville
13,01/10/2017,1.89,62180.5,conventional,2017,Louisville
14,24/09/2017,1.88,59540.52,conventional,2017,Louisville
15,17/09/2017,1.73,68830.07,conventional,2017,Louisville
16,10/09/2017,1.65,78604.92,conventional,2017,Louisville
17,03/09/2017,1.64,80371.08,conventional,2017,Louisville
18,27/08/2017,1.62,80466.47,conventional,2017,Louisville
19,20/08/2017,1.56,88644.49,conventional,2017,Louisville
20,13/08/2017,1.38,93447.51,conventional,2017,Louisville
21,06/08/2017,1.3,95140.94,conventional,2017,Louisville
22,30/07/2017,1.3,90428.76,conventional,2017,Louisville
23,23/07/2017,1.37,92486.04,conventional,2017,Louisville
24,16/07/2017,1.44,87217.2,conventional,2017,Louisville
25,09/07/2017,1.01,124946.18,conventional,2017,Louisville
26,02/07/2017,1.02,113658.98,conventional,2017,Louisville
27,25/06/2017,0.97,114003.27,conventional,2017,Louisville
28,18/06/2017,1.06,104369.68,conventional,2017,Louisville
29,11/06/2017,1.04,112253.93,conventional,2017,Louisville
30,04/06/2017,1.06,121602.81,conventional,2017,Louisville
31,28/05/2017,1.08,111487.07,conventional,2017,Louisville
32,21/05/2017,1.1,104440.16,conventional,2017,Louisville
33,14/05/2017,1.27,82244.67,conventional,2017,Louisville
34,07/05/2017,1.06,135486.52,conventional,2017,Louisville
35,30/04/2017,1.26,93663.48,conventional,2017,Louisville
36,23/04/2017,1.17,93502.86,conventional,2017,Louisville
37,16/04/2017,1.22,100089.52,conventional,2017,Louisville
38,09/04/2017,1.2,89926.02,conventional,2017,Louisville
39,02/04/2017,1.15,96962.69,conventional,2017,Louisville
40,26/03/2017,1.11,100036.14,conventional,2017,Louisville
41,19/03/2017,1.29,74388.06,conventional,2017,Louisville
42,12/03/2017,1.18,85005.19,conventional,2017,Louisville
43,05/03/2017,0.99,101061.01,conventional,2017,Louisville
44,26/02/2017,0.95,106098.37,conventional,2017,Louisville
45,19/02/2017,0.94,94778.79,conventional,2017,Louisville
46,12/02/2017,0.75,131965.58,conventional,2017,Louisville
47,05/02/2017,0.91,126829.29,conventional,2017,Louisville
48,29/01/2017,0.94,116309.9,conventional,2017,Louisville
49,22/01/2017,0.94,127597.75,conventional,2017,Louisville
50,15/01/2017,1.06,89361.43,conventional,2017,Louisville
51,08/01/2017,0.86,118310.74,conventional,2017,Louisville
52,01/01/2017,0.77,110696.17,conventional,2017,Louisville
0,31/12/2017,1.17,728998.69,conventional,2017,MiamiFtLauderdale
1,24/12/2017,1.45,506569.1,conventional,2017,MiamiFtLauderdale
2,17/12/2017,1.01,660737.83,conventional,2017,MiamiFtLauderdale
3,10/12/2017,1.03,713866,conventional,2017,MiamiFtLauderdale
4,03/12/2017,1.35,550215,conventional,2017,MiamiFtLauderdale
5,26/11/2017,1.45,464647,conventional,2017,MiamiFtLauderdale
6,19/11/2017,1.23,642013,conventional,2017,MiamiFtLauderdale
7,12/11/2017,1.42,513109,conventional,2017,MiamiFtLauderdale
8,05/11/2017,1.53,463170.5,conventional,2017,MiamiFtLauderdale
9,29/10/2017,1.22,674788.56,conventional,2017,MiamiFtLauderdale
10,22/10/2017,1.59,558315.26,conventional,2017,MiamiFtLauderdale
11,15/10/2017,1.79,472074.73,conventional,2017,MiamiFtLauderdale
12,08/10/2017,1.92,455831.94,conventional,2017,MiamiFtLauderdale
13,01/10/2017,2.04,399836.65,conventional,2017,MiamiFtLauderdale
14,24/09/2017,1.93,408851.65,conventional,2017,MiamiFtLauderdale
15,17/09/2017,1.84,409206.24,conventional,2017,MiamiFtLauderdale
16,10/09/2017,1.81,362581.9,conventional,2017,MiamiFtLauderdale
17,03/09/2017,1.98,465051.74,conventional,2017,MiamiFtLauderdale
18,27/08/2017,1.65,450204.59,conventional,2017,MiamiFtLauderdale
19,20/08/2017,1.7,468514.7,conventional,2017,MiamiFtLauderdale
20,13/08/2017,1.51,568797.63,conventional,2017,MiamiFtLauderdale
21,06/08/2017,1.48,501154.94,conventional,2017,MiamiFtLauderdale
22,30/07/2017,1.46,501001.78,conventional,2017,MiamiFtLauderdale
23,23/07/2017,1.47,546833.62,conventional,2017,MiamiFtLauderdale
24,16/07/2017,1.48,523617.87,conventional,2017,MiamiFtLauderdale
25,09/07/2017,1.43,550195.13,conventional,2017,MiamiFtLauderdale
26,02/07/2017,1.44,627569.42,conventional,2017,MiamiFtLauderdale
27,25/06/2017,1.43,539847.3,conventional,2017,MiamiFtLauderdale
28,18/06/2017,1.52,505828.46,conventional,2017,MiamiFtLauderdale
29,11/06/2017,1.48,696603.38,conventional,2017,MiamiFtLauderdale
30,04/06/2017,1.49,687913.86,conventional,2017,MiamiFtLauderdale
31,28/05/2017,1.45,645768.88,conventional,2017,MiamiFtLauderdale
32,21/05/2017,1.49,605721.02,conventional,2017,MiamiFtLauderdale
33,14/05/2017,1.5,594781.35,conventional,2017,MiamiFtLauderdale
34,07/05/2017,1.17,910239.07,conventional,2017,MiamiFtLauderdale
35,30/04/2017,1.26,832704.2,conventional,2017,MiamiFtLauderdale
36,23/04/2017,1.51,556944.14,conventional,2017,MiamiFtLauderdale
37,16/04/2017,1.5,533442.27,conventional,2017,MiamiFtLauderdale
38,09/04/2017,1.54,494093.73,conventional,2017,MiamiFtLauderdale
39,02/04/2017,1.71,493610.85,conventional,2017,MiamiFtLauderdale
40,26/03/2017,1.71,498987.31,conventional,2017,MiamiFtLauderdale
41,19/03/2017,1.62,520937.75,conventional,2017,MiamiFtLauderdale
42,12/03/2017,1.7,473865.59,conventional,2017,MiamiFtLauderdale
43,05/03/2017,1.67,464210.89,conventional,2017,MiamiFtLauderdale
44,26/02/2017,1.26,553803.5,conventional,2017,MiamiFtLauderdale
45,19/02/2017,1.35,468266.51,conventional,2017,MiamiFtLauderdale
46,12/02/2017,0.97,804977.39,conventional,2017,MiamiFtLauderdale
47,05/02/2017,0.87,1254201.12,conventional,2017,MiamiFtLauderdale
48,29/01/2017,1.3,609721.18,conventional,2017,MiamiFtLauderdale
49,22/01/2017,1.05,793514.22,conventional,2017,MiamiFtLauderdale
50,15/01/2017,1.34,588482.19,conventional,2017,MiamiFtLauderdale
51,08/01/2017,1.4,522278.22,conventional,2017,MiamiFtLauderdale
52,01/01/2017,0.98,787406.1,conventional,2017,MiamiFtLauderdale
0,31/12/2017,0.96,3777193.46,conventional,2017,Midsouth
1,24/12/2017,1.26,2494315.29,conventional,2017,Midsouth
2,17/12/2017,1.23,2483817.57,conventional,2017,Midsouth
3,10/12/2017,1.07,3370521.81,conventional,2017,Midsouth
4,03/12/2017,1.18,3003104,conventional,2017,Midsouth
5,26/11/2017,1.33,2200251,conventional,2017,Midsouth
6,19/11/2017,1.3,2462798,conventional,2017,Midsouth
7,12/11/2017,1.33,2631186,conventional,2017,Midsouth
8,05/11/2017,1.28,2880937.37,conventional,2017,Midsouth
9,29/10/2017,1.41,2661899.8,conventional,2017,Midsouth
10,22/10/2017,1.56,2380544.44,conventional,2017,Midsouth
11,15/10/2017,1.63,2395914.69,conventional,2017,Midsouth
12,08/10/2017,1.72,2133166.39,conventional,2017,Midsouth
13,01/10/2017,1.64,2443800.39,conventional,2017,Midsouth
14,24/09/2017,1.6,2466210.08,conventional,2017,Midsouth
15,17/09/2017,1.55,2466838.85,conventional,2017,Midsouth
16,10/09/2017,1.56,2428140.05,conventional,2017,Midsouth
17,03/09/2017,1.54,2561783.52,conventional,2017,Midsouth
18,27/08/2017,1.5,2617107.98,conventional,2017,Midsouth
19,20/08/2017,1.41,2865414.36,conventional,2017,Midsouth
20,13/08/2017,1.37,2902604.84,conventional,2017,Midsouth
21,06/08/2017,1.34,2907563.95,conventional,2017,Midsouth
22,30/07/2017,1.34,2817091.62,conventional,2017,Midsouth
23,23/07/2017,1.34,2886538.37,conventional,2017,Midsouth
24,16/07/2017,1.34,2827404.11,conventional,2017,Midsouth
25,09/07/2017,1.29,3173372.45,conventional,2017,Midsouth
26,02/07/2017,1.26,3218961.84,conventional,2017,Midsouth
27,25/06/2017,1.27,3147519.14,conventional,2017,Midsouth
28,18/06/2017,1.34,3032871.22,conventional,2017,Midsouth
29,11/06/2017,1.34,3150788.24,conventional,2017,Midsouth
30,04/06/2017,1.43,3212276.31,conventional,2017,Midsouth
31,28/05/2017,1.38,3380161.63,conventional,2017,Midsouth
32,21/05/2017,1.34,3232304.82,conventional,2017,Midsouth
33,14/05/2017,1.31,3047596.25,conventional,2017,Midsouth
34,07/05/2017,1.19,4372728.72,conventional,2017,Midsouth
35,30/04/2017,1.38,3291328.16,conventional,2017,Midsouth
36,23/04/2017,1.4,3060395.83,conventional,2017,Midsouth
37,16/04/2017,1.43,2965083.46,conventional,2017,Midsouth
38,09/04/2017,1.39,2990138.08,conventional,2017,Midsouth
39,02/04/2017,1.3,3350938.53,conventional,2017,Midsouth
40,26/03/2017,1.33,3162600.85,conventional,2017,Midsouth
41,19/03/2017,1.35,2933076.38,conventional,2017,Midsouth
42,12/03/2017,1.33,3059010.05,conventional,2017,Midsouth
43,05/03/2017,1.14,3397985.84,conventional,2017,Midsouth
44,26/02/2017,1.2,3310530.37,conventional,2017,Midsouth
45,19/02/2017,1.19,2929351.67,conventional,2017,Midsouth
46,12/02/2017,1.07,3403723.66,conventional,2017,Midsouth
47,05/02/2017,0.95,4703681.01,conventional,2017,Midsouth
48,29/01/2017,1.22,3151000.47,conventional,2017,Midsouth
49,22/01/2017,1.17,3394184.15,conventional,2017,Midsouth
50,15/01/2017,1.23,3034320.24,conventional,2017,Midsouth
51,08/01/2017,1.11,3454819.97,conventional,2017,Midsouth
52,01/01/2017,1.12,2878967.54,conventional,2017,Midsouth
0,31/12/2017,0.81,258729.83,conventional,2017,Nashville
1,24/12/2017,1.04,182002.85,conventional,2017,Nashville
2,17/12/2017,0.91,197844.12,conventional,2017,Nashville
3,10/12/2017,0.9,239587.94,conventional,2017,Nashville
4,03/12/2017,1.01,229337,conventional,2017,Nashville
5,26/11/2017,1.08,159826,conventional,2017,Nashville
6,19/11/2017,1.02,188444,conventional,2017,Nashville
7,12/11/2017,1.07,202631,conventional,2017,Nashville
8,05/11/2017,1.02,229240.49,conventional,2017,Nashville
9,29/10/2017,1.14,217723.59,conventional,2017,Nashville
10,22/10/2017,1.41,167135.85,conventional,2017,Nashville
11,15/10/2017,1.57,161020.39,conventional,2017,Nashville
12,08/10/2017,1.76,140968.03,conventional,2017,Nashville
13,01/10/2017,1.7,154956.62,conventional,2017,Nashville
14,24/09/2017,1.66,159412.07,conventional,2017,Nashville
15,17/09/2017,1.48,167440.24,conventional,2017,Nashville
16,10/09/2017,1.42,176082.45,conventional,2017,Nashville
17,03/09/2017,1.34,188701.54,conventional,2017,Nashville
18,27/08/2017,1.28,184465.49,conventional,2017,Nashville
19,20/08/2017,1.07,261757.88,conventional,2017,Nashville
20,13/08/2017,1.05,268655.66,conventional,2017,Nashville
21,06/08/2017,1.13,243526.27,conventional,2017,Nashville
22,30/07/2017,1.14,217774.89,conventional,2017,Nashville
23,23/07/2017,1.21,211384.21,conventional,2017,Nashville
24,16/07/2017,1.18,212210.95,conventional,2017,Nashville
25,09/07/2017,0.99,267296.7,conventional,2017,Nashville
26,02/07/2017,0.96,281067.39,conventional,2017,Nashville
27,25/06/2017,0.9,287217.67,conventional,2017,Nashville
28,18/06/2017,1,260893.43,conventional,2017,Nashville
29,11/06/2017,1.13,218540.28,conventional,2017,Nashville
30,04/06/2017,1.07,269102.17,conventional,2017,Nashville
31,28/05/2017,0.97,282671.14,conventional,2017,Nashville
32,21/05/2017,0.99,259151.84,conventional,2017,Nashville
33,14/05/2017,1.02,225323.91,conventional,2017,Nashville
34,07/05/2017,0.84,368796.8,conventional,2017,Nashville
35,30/04/2017,0.99,286322.22,conventional,2017,Nashville
36,23/04/2017,1.1,226088.3,conventional,2017,Nashville
37,16/04/2017,1.09,230566.12,conventional,2017,Nashville
38,09/04/2017,1.03,251089.69,conventional,2017,Nashville
39,02/04/2017,0.95,281438.76,conventional,2017,Nashville
40,26/03/2017,0.91,276732.88,conventional,2017,Nashville
41,19/03/2017,0.96,228023.12,conventional,2017,Nashville
42,12/03/2017,0.75,261830.38,conventional,2017,Nashville
43,05/03/2017,0.6,379324.44,conventional,2017,Nashville
44,26/02/2017,0.88,216226.59,conventional,2017,Nashville
45,19/02/2017,0.82,225664.23,conventional,2017,Nashville
46,12/02/2017,0.66,271393.5,conventional,2017,Nashville
47,05/02/2017,0.68,377719.7,conventional,2017,Nashville
48,29/01/2017,0.93,238392.73,conventional,2017,Nashville
49,22/01/2017,0.87,251189.52,conventional,2017,Nashville
50,15/01/2017,0.89,251914.74,conventional,2017,Nashville
51,08/01/2017,0.84,255094.17,conventional,2017,Nashville
52,01/01/2017,0.73,249074.81,conventional,2017,Nashville
0,31/12/2017,1.06,262281.64,conventional,2017,NewOrleansMobile
1,24/12/2017,1.14,224869.91,conventional,2017,NewOrleansMobile
2,17/12/2017,1.03,251753.79,conventional,2017,NewOrleansMobile
3,10/12/2017,1.06,251601.16,conventional,2017,NewOrleansMobile
4,03/12/2017,0.97,266547,conventional,2017,NewOrleansMobile
5,26/11/2017,1.27,176817,conventional,2017,NewOrleansMobile
6,19/11/2017,1.27,207295,conventional,2017,NewOrleansMobile
7,12/11/2017,1.11,292987,conventional,2017,NewOrleansMobile
8,05/11/2017,1.32,225563.4,conventional,2017,NewOrleansMobile
9,29/10/2017,1.11,277437.66,conventional,2017,NewOrleansMobile
10,22/10/2017,1.26,269443.25,conventional,2017,NewOrleansMobile
11,15/10/2017,1.46,227947.46,conventional,2017,NewOrleansMobile
12,08/10/2017,1.34,328829.92,conventional,2017,NewOrleansMobile
13,01/10/2017,1.72,227535.41,conventional,2017,NewOrleansMobile
14,24/09/2017,1.7,205976.51,conventional,2017,NewOrleansMobile
15,17/09/2017,1.62,219275.21,conventional,2017,NewOrleansMobile
16,10/09/2017,1.62,217336.35,conventional,2017,NewOrleansMobile
17,03/09/2017,1.57,227168.31,conventional,2017,NewOrleansMobile
18,27/08/2017,1.46,229748.3,conventional,2017,NewOrleansMobile
19,20/08/2017,1.46,226946.53,conventional,2017,NewOrleansMobile
20,13/08/2017,1.39,236698.78,conventional,2017,NewOrleansMobile
21,06/08/2017,1.33,240983.48,conventional,2017,NewOrleansMobile
22,30/07/2017,1.4,246036.68,conventional,2017,NewOrleansMobile
23,23/07/2017,1.39,262774.91,conventional,2017,NewOrleansMobile
24,16/07/2017,1.32,232912.36,conventional,2017,NewOrleansMobile
25,09/07/2017,1.26,267928.19,conventional,2017,NewOrleansMobile
26,02/07/2017,1.27,302052.69,conventional,2017,NewOrleansMobile
27,25/06/2017,1.3,293079.22,conventional,2017,NewOrleansMobile
28,18/06/2017,1.29,287734.91,conventional,2017,NewOrleansMobile
29,11/06/2017,1.32,312695,conventional,2017,NewOrleansMobile
30,04/06/2017,1.38,256543.43,conventional,2017,NewOrleansMobile
31,28/05/2017,1.39,293608.21,conventional,2017,NewOrleansMobile
32,21/05/2017,1.36,252110.25,conventional,2017,NewOrleansMobile
33,14/05/2017,1.35,241194.43,conventional,2017,NewOrleansMobile
34,07/05/2017,1.02,423839.41,conventional,2017,NewOrleansMobile
35,30/04/2017,1.32,301447.98,conventional,2017,NewOrleansMobile
36,23/04/2017,1.35,227634.47,conventional,2017,NewOrleansMobile
37,16/04/2017,1.27,268722.38,conventional,2017,NewOrleansMobile
38,09/04/2017,1.34,235686.8,conventional,2017,NewOrleansMobile
39,02/04/2017,1.37,243155.13,conventional,2017,NewOrleansMobile
